Timestamp,Page_Name,Network_Type,Page_Load_Time_ms,LCP_ms,API_Latency_ms,Total_Page_Size_KB
2026-02-17 22:18:57,Homepage,WiFi,234.6,96,9.1,752.85
2026-02-17 22:19:06,Products,3G,8552.4,668,190.3,743.81
2026-02-17 22:19:15,About,3G,8418.8,660,0,735.04
2026-02-17 22:19:16,Products,WiFi,227.6,108,7.2,743.82
2026-02-17 22:19:17,About,WiFi,206.6,96,0,735.05
2026-02-17 22:19:19,Products,4G,1705.4,276,46.5,743.81
2026-02-17 22:19:22,Homepage,4G,1711.7,272,39.9,752.85
2026-02-17 22:19:22,Products,WiFi,218.9,104,8,743.82
2026-02-17 22:19:25,Products,4G,1702.1,268,43.7,743.82
2026-02-17 22:19:34,Homepage,3G,8636.3,692,191.3,752.84
2026-02-17 22:19:35,About,WiFi,201.3,92,0,735.05
2026-02-17 22:19:36,Homepage,WiFi,231.1,120,7.8,752.85
2026-02-17 22:19:38,Homepage,4G,1716.9,292,39.3,752.85
2026-02-17 22:19:39,Products,WiFi,212.1,100,8.1,743.81
2026-02-17 22:19:48,Products,3G,8553.1,656,172.7,743.81
2026-02-17 22:19:57,About,3G,8424,684,0,735.04
2026-02-17 22:20:06,Homepage,3G,8590.8,664,165.8,752.85
2026-02-17 22:20:15,Products,3G,8541.1,660,172,743.81
2026-02-17 22:20:16,Homepage,WiFi,211.6,96,7.2,752.84
2026-02-17 22:20:17,About,WiFi,239.5,116,0,735.04
2026-02-17 22:20:18,About,WiFi,201.1,92,0,735.04
2026-02-17 22:20:20,Products,4G,1691,268,41.6,743.82
2026-02-17 22:20:29,Products,3G,8505.1,668,195.5,743.81
2026-02-17 22:20:31,About,4G,1672.1,268,0,735.05
2026-02-17 22:20:40,Products,3G,8546,684,182.2,743.81
2026-02-17 22:20:41,Products,WiFi,234.5,100,8.9,743.81
2026-02-17 22:20:42,About,WiFi,207.5,96,0,735.04
2026-02-17 22:20:44,Homepage,4G,1711.3,268,44.6,752.85
2026-02-17 22:20:54,Products,3G,8509.9,664,204.3,743.81
2026-02-17 22:20:56,Homepage,4G,1717.4,280,41.8,752.85
2026-02-17 22:20:58,Products,4G,1697.7,272,51.8,743.82
2026-02-17 22:21:01,Homepage,4G,1726.9,272,43,752.85
2026-02-17 22:21:10,Homepage,3G,8607,672,180.9,752.86
2026-02-17 22:21:11,Products,WiFi,218.4,96,7.6,743.82
2026-02-17 22:21:11,About,WiFi,207.7,92,0,735.04
2026-02-17 22:21:21,Products,3G,8491.4,672,178.4,743.81
2026-02-17 22:21:23,About,4G,1677.2,272,0,735.04
2026-02-17 22:21:24,Products,WiFi,204.7,88,6.5,743.82
2026-02-17 22:21:26,Products,4G,1684.1,256,46.6,743.82
2026-02-17 22:21:27,Homepage,WiFi,204.5,96,7,752.86
2026-02-17 22:21:36,Products,3G,8521.1,656,174.3,743.82
2026-02-17 22:21:45,About,3G,8429.5,680,0,735.05
2026-02-17 22:21:47,Homepage,4G,1711.1,276,43.6,752.86
2026-02-17 22:21:56,About,3G,8407.6,664,0,735.05
2026-02-17 22:21:59,Products,4G,1705.9,276,42.5,743.82
2026-02-17 22:22:08,About,3G,8395.7,672,0,735.04
2026-02-17 22:22:10,Products,4G,1685.5,268,37.3,743.82
2026-02-17 22:22:12,Homepage,4G,1708.7,264,52.1,752.86
2026-02-17 22:22:13,About,WiFi,212.6,104,0,735.04
2026-02-17 22:22:15,Products,4G,1696.1,276,42.4,743.81
2026-02-17 22:22:18,About,4G,1670.9,272,0,735.04
2026-02-17 22:22:20,Products,4G,1709.8,268,46,743.83
2026-02-17 22:22:21,Products,WiFi,205.9,96,6.7,743.81
2026-02-17 22:22:22,Products,WiFi,204.5,96,8.9,743.81
2026-02-17 22:22:31,Products,3G,8538.1,660,189.6,743.81
2026-02-17 22:22:31,About,WiFi,220.5,112,0,735.04
2026-02-17 22:22:34,Products,4G,1700.8,272,44,743.82
2026-02-17 22:22:35,Products,WiFi,212.1,100,8.3,743.81
2026-02-17 22:22:37,About,4G,1690.6,276,0,735.05
2026-02-17 22:22:46,Homepage,3G,8619.1,672,192,752.86
2026-02-17 22:22:48,Products,4G,1715.9,280,46.3,743.81
2026-02-17 22:22:58,Homepage,3G,8645.6,696,193.2,752.84
2026-02-17 22:23:07,Products,3G,8567.2,664,190.3,743.83
2026-02-17 22:23:08,Products,WiFi,226.6,116,8.9,743.81
2026-02-17 22:23:08,About,WiFi,206.9,96,0,735.05
2026-02-17 22:23:09,About,WiFi,279.7,136,0,735.05
2026-02-17 22:23:12,Products,4G,1704.4,272,52.7,743.82
2026-02-17 22:23:21,Products,3G,8479,644,184.8,743.81
2026-02-17 22:23:30,Homepage,3G,8586.9,672,194.6,752.86
2026-02-17 22:23:39,Products,3G,8550.4,660,192,743.81
2026-02-17 22:23:48,Products,3G,8485.1,688,199.8,743.81
2026-02-17 22:23:49,Homepage,WiFi,226.6,116,7.1,752.85
2026-02-17 22:23:51,Products,4G,1711.5,260,43.7,743.81
2026-02-17 22:23:54,About,4G,1694.6,284,0,735.04
2026-02-17 22:24:03,Products,3G,8552.7,684,186.5,743.82
2026-02-17 22:24:04,About,WiFi,212.6,104,0,735.04
2026-02-17 22:24:06,Homepage,4G,1715.3,280,43.5,752.85
2026-02-17 22:24:08,Homepage,4G,1715.2,268,41.4,752.85
2026-02-17 22:24:09,Products,WiFi,204.7,88,6.3,743.82
2026-02-17 22:24:10,About,WiFi,234,124,0,735.05
2026-02-17 22:24:19,Products,3G,8544.4,676,170.4,743.81
2026-02-17 22:24:21,Homepage,4G,1703.1,260,42.5,752.86
2026-02-17 22:24:22,About,WiFi,242.3,124,0,735.04
2026-02-17 22:24:23,About,WiFi,211.5,104,0,735.04
2026-02-17 22:24:24,About,WiFi,203.7,96,0,735.04
2026-02-17 22:24:33,Homepage,3G,8607.7,668,187.7,752.84
2026-02-17 22:24:35,About,4G,1683.5,272,0,735.05
2026-02-17 22:24:44,Products,3G,8484.7,656,187,743.82
2026-02-17 22:24:47,Products,4G,1695,264,41.5,743.81
2026-02-17 22:24:49,Products,4G,1704.7,280,46.2,743.81
2026-02-17 22:24:58,Homepage,3G,8619.2,668,191.2,752.84
2026-02-17 22:25:07,Products,3G,8527.6,688,179.6,743.82
2026-02-17 22:25:16,Homepage,3G,8585.9,688,179.7,752.85
2026-02-17 22:25:17,Homepage,WiFi,234,96,7.4,752.84
2026-02-17 22:25:26,Products,3G,8548.3,672,197,743.82
2026-02-17 22:25:36,Homepage,3G,8599.1,692,188.5,752.86
2026-02-17 22:25:45,About,3G,8429.4,684,0,735.04
2026-02-17 22:25:47,About,4G,1675.3,272,0,735.05
2026-02-17 22:25:49,Homepage,4G,1707.6,260,51.8,752.85
2026-02-17 22:25:58,About,3G,8401.6,652,0,735.05
2026-02-17 22:25:59,About,WiFi,208.6,88,0,735.04
2026-02-17 22:26:01,About,4G,1687.3,272,0,735.05
2026-02-17 22:26:04,About,4G,1694.9,272,0,735.05
2026-02-17 22:26:04,Products,WiFi,226.3,88,7.9,743.81
2026-02-17 22:26:07,About,4G,1691.6,268,0,735.04
2026-02-17 22:26:16,About,3G,8401.3,664,0,735.04
2026-02-17 22:26:18,About,4G,1677,288,0,735.05
2026-02-17 22:26:20,About,4G,1705.4,300,0,735.04
2026-02-17 22:26:29,Products,3G,8514.9,668,201.3,743.81
2026-02-17 22:26:30,About,WiFi,246.9,116,0,735.04
2026-02-17 22:26:39,Homepage,3G,8568.8,668,186.1,752.85
2026-02-17 22:26:40,Products,WiFi,207,88,7.2,743.82
2026-02-17 22:26:41,Homepage,WiFi,228.7,120,9.5,752.86
2026-02-17 22:26:43,Homepage,4G,1695.7,264,49.4,752.84
2026-02-17 22:26:52,About,3G,8377.6,684,0,735.04
2026-02-17 22:26:53,Products,WiFi,238.9,108,7.2,743.81
2026-02-17 22:26:54,Products,WiFi,205.5,96,7.4,743.81
2026-02-17 22:26:56,Products,4G,1705.5,268,46.4,743.81
2026-02-17 22:26:59,About,4G,1665,260,0,735.05
2026-02-17 22:27:08,Homepage,3G,8625.2,700,182,752.85
2026-02-17 22:27:09,About,WiFi,201,92,0,735.05
2026-02-17 22:27:18,About,3G,8392.8,672,0,735.04
2026-02-17 22:27:27,Products,3G,8515.6,668,173.4,743.82
2026-02-17 22:27:36,About,3G,8408,672,0,735.04
2026-02-17 22:27:45,Homepage,3G,8571.2,676,187.3,752.85
2026-02-17 22:27:54,Products,3G,8526.5,664,187.7,743.81
2026-02-17 22:27:56,About,4G,1678.7,272,0,735.04
2026-02-17 22:28:05,About,3G,8411.1,692,0,735.05
2026-02-17 22:28:14,Homepage,3G,8603.9,680,195.9,752.85
2026-02-17 22:28:24,Products,3G,8524.2,668,180.4,743.81
2026-02-17 22:28:24,About,WiFi,204.8,100,0,735.04
2026-02-17 22:28:25,About,WiFi,242.5,112,0,735.05
2026-02-17 22:28:34,About,3G,8426,664,0,735.05
2026-02-17 22:28:37,Homepage,4G,1708.1,268,40.3,752.84
2026-02-17 22:28:37,Homepage,WiFi,201.2,92,8.3,752.85
2026-02-17 22:28:40,Products,4G,1702.9,264,44.8,743.81
2026-02-17 22:28:42,About,4G,1695.4,276,0,735.04
2026-02-17 22:28:43,Homepage,WiFi,218.3,92,7.6,752.85
2026-02-17 22:28:45,Homepage,4G,1702.1,256,41.3,752.86
2026-02-17 22:28:46,About,WiFi,221.5,100,0,735.05
2026-02-17 22:28:47,Products,WiFi,215.3,100,7,743.8
2026-02-17 22:28:56,About,3G,8421.3,676,0,735.04
2026-02-17 22:28:57,Products,WiFi,225.8,84,7.3,743.81
2026-02-17 22:29:06,About,3G,8414.4,672,0,735.04
2026-02-17 22:29:15,About,3G,8400.2,704,0,735.04
2026-02-17 22:29:24,Products,3G,8502.2,660,187.7,743.81
2026-02-17 22:29:33,Products,3G,8520,668,186.6,743.81
2026-02-17 22:29:42,Homepage,3G,8613.4,664,195.9,752.85
2026-02-17 22:29:44,Products,4G,1714,296,39.8,743.82
2026-02-17 22:29:54,Products,3G,8541.9,660,190.7,743.81
2026-02-17 22:29:56,About,4G,1695.4,292,0,735.04
2026-02-17 22:30:05,About,3G,8383.5,672,0,735.04
2026-02-17 22:30:06,About,WiFi,223,112,0,735.04
2026-02-17 22:30:07,Homepage,WiFi,242.3,104,9,752.85
2026-02-17 22:30:16,Products,3G,8535.5,668,180.6,743.81
2026-02-17 22:30:25,Homepage,3G,8601.6,680,211.6,752.85
2026-02-17 22:30:26,Homepage,WiFi,214.5,92,6.8,752.85
2026-02-17 22:30:28,Products,4G,1707,240,36.9,743.82
2026-02-17 22:30:29,Products,WiFi,230,112,7.7,743.82
2026-02-17 22:30:30,About,WiFi,224.4,108,0,735.04
2026-02-17 22:30:32,Homepage,4G,1688.6,248,45.1,752.86
2026-02-17 22:30:34,About,4G,1663.3,252,0,735.04
2026-02-17 22:30:44,Homepage,3G,8581.5,656,173.8,752.85
2026-02-17 22:30:44,Products,WiFi,224.5,96,6.4,743.82
2026-02-17 22:30:54,Homepage,3G,8623.4,668,180.3,752.85
2026-02-17 22:30:56,Products,4G,1700.1,272,46.7,743.82
2026-02-17 22:30:58,Products,4G,1682.6,272,44.2,743.82
2026-02-17 22:31:00,Products,4G,1696.2,260,43.1,743.82
2026-02-17 22:31:03,About,4G,1666.2,256,0,735.04
2026-02-17 22:31:05,About,4G,1664.6,252,0,735.04
2026-02-17 22:31:07,Products,4G,1709.4,276,38.9,743.81
2026-02-17 22:31:08,Homepage,WiFi,249.1,120,6.5,752.86
2026-02-17 22:31:09,About,WiFi,205.9,96,0,735.04
2026-02-17 22:31:11,Homepage,4G,1716.3,276,49.5,752.84
2026-02-17 22:31:20,Products,3G,8484.8,664,193.8,743.82
2026-02-17 22:31:21,About,WiFi,234.5,108,0,735.05
2026-02-17 22:31:24,About,4G,1674.5,260,0,735.03
2026-02-17 22:31:33,Products,3G,8502.1,660,189.3,743.81
2026-02-17 22:31:35,Products,4G,1714.9,268,38.1,743.81
2026-02-17 22:31:36,About,WiFi,207,100,0,735.05
2026-02-17 22:31:38,About,4G,1671.1,280,0,735.04
2026-02-17 22:31:39,Products,WiFi,204.9,92,7.7,743.81
2026-02-17 22:31:48,Products,3G,8547.7,684,189,743.81
2026-02-17 22:31:57,Homepage,3G,8565,668,194.6,752.85
2026-02-17 22:32:06,Homepage,3G,8614.7,668,181.8,752.85
2026-02-17 22:32:16,Homepage,3G,8552.1,644,174.4,752.85
2026-02-17 22:32:25,Homepage,3G,8622,668,195.5,752.85
2026-02-17 22:32:26,Products,WiFi,239,96,7.2,743.82
2026-02-17 22:32:26,About,WiFi,205,92,0,735.04
2026-02-17 22:32:27,Homepage,WiFi,224.7,112,8.9,752.84
2026-02-17 22:32:30,About,4G,1676.6,268,0,735.04
2026-02-17 22:32:32,Products,4G,1691.2,264,40,743.81
2026-02-17 22:32:34,About,4G,1737.6,288,0,735.05
2026-02-17 22:32:37,Homepage,4G,1712.1,252,47.4,752.85
2026-02-17 22:32:46,About,3G,8422.3,668,0,735.05
2026-02-17 22:32:46,Homepage,WiFi,210.8,104,7.1,752.84
2026-02-17 22:32:47,Homepage,WiFi,213.8,100,6.2,752.84
2026-02-17 22:32:48,About,WiFi,213.1,104,0,735.04
2026-02-17 22:32:50,About,4G,1687.7,276,0,735.04
2026-02-17 22:32:53,About,4G,1672.3,284,0,735.05
2026-02-17 22:32:55,Products,4G,1707.6,252,47.4,743.82
2026-02-17 22:33:04,About,3G,8383.8,676,0,735.04
2026-02-17 22:33:13,About,3G,8404.6,684,0,735.04
2026-02-17 22:33:14,Products,WiFi,225.4,108,6.6,743.81
2026-02-17 22:33:15,Homepage,WiFi,214.5,100,7.1,752.85
2026-02-17 22:33:24,Homepage,3G,8618.6,688,186.2,752.84
2026-02-17 22:33:33,About,3G,8408.5,648,0,735.05
2026-02-17 22:33:42,Homepage,3G,8606.2,676,186.4,752.84
2026-02-17 22:33:43,Homepage,WiFi,245.4,104,7.1,752.85
2026-02-17 22:33:52,Homepage,3G,8582.4,684,185,752.86
2026-02-17 22:33:53,Products,WiFi,216.4,92,7.8,743.82
2026-02-17 22:33:55,Products,4G,1699.5,264,47.6,743.81
2026-02-17 22:33:56,Products,WiFi,255.3,112,9.2,743.82
2026-02-17 22:34:05,Homepage,3G,8610.9,664,177.3,752.84
2026-02-17 22:34:06,About,WiFi,214.7,104,0,735.04
2026-02-17 22:34:15,Homepage,3G,8550.8,660,196.8,752.85
2026-02-17 22:34:16,Homepage,WiFi,240.5,124,7.6,752.84
2026-02-17 22:34:25,About,3G,8380.8,676,0,735.04
2026-02-17 22:34:26,About,WiFi,223.1,104,0,735.04
2026-02-17 22:34:28,About,4G,1653.9,256,0,735.04
2026-02-17 22:34:29,About,WiFi,251.3,100,0,735.04
2026-02-17 22:34:30,Products,WiFi,216,96,6.8,743.82
2026-02-17 22:34:32,About,4G,1680.6,276,0,735.04
2026-02-17 22:34:34,About,4G,1691,268,0,735.05
2026-02-17 22:34:35,Products,WiFi,241.3,100,7.2,743.81
2026-02-17 22:34:44,Products,3G,8522.6,664,193,743.81
2026-02-17 22:34:47,Products,4G,1704.4,276,42.5,743.82
2026-02-17 22:34:56,Products,3G,8531.7,672,164.9,743.81
2026-02-17 22:34:58,Products,4G,1707.9,276,42.2,743.81
2026-02-17 22:35:00,Homepage,4G,1713,276,37.9,752.85
2026-02-17 22:35:03,Homepage,4G,1714.8,260,46.2,752.85
2026-02-17 22:35:04,About,WiFi,230.7,120,0,735.04
2026-02-17 22:35:04,About,WiFi,213.5,96,0,735.04
2026-02-17 22:35:05,Homepage,WiFi,245.1,108,7.7,752.85
2026-02-17 22:35:06,About,WiFi,215.3,100,0,735.05
2026-02-17 22:35:07,Products,WiFi,216.7,88,7.5,743.81
2026-02-17 22:35:09,Products,4G,1697.7,260,41.9,743.8
2026-02-17 22:35:10,Products,WiFi,228.6,100,6.9,743.81
2026-02-17 22:35:12,About,4G,1698.5,272,0,735.04
2026-02-17 22:35:21,Products,3G,8485.4,656,181.4,743.82
2026-02-17 22:35:24,Homepage,4G,1703.2,272,42.9,752.85
2026-02-17 22:35:33,Products,3G,8534.4,656,181.5,743.82
2026-02-17 22:35:42,Products,3G,8507.1,660,168.7,743.82
2026-02-17 22:35:44,About,4G,1675.1,288,0,735.05
2026-02-17 22:35:53,Homepage,3G,8604.2,660,180.3,752.85
2026-02-17 22:36:03,Products,3G,8485,660,169.2,743.81
2026-02-17 22:36:03,Products,WiFi,210,96,7.6,743.82
2026-02-17 22:36:04,About,WiFi,253.1,108,0,735.05
2026-02-17 22:36:07,Products,4G,1716.7,272,47,743.82
2026-02-17 22:36:09,About,4G,1701.5,280,0,735.05
2026-02-17 22:36:10,Products,WiFi,241.6,108,7.2,743.82
2026-02-17 22:36:11,Homepage,WiFi,209.8,88,7,752.85
2026-02-17 22:36:11,Products,WiFi,220.4,108,6.3,743.8
2026-02-17 22:36:12,Homepage,WiFi,246.8,120,6.5,752.86
2026-02-17 22:36:13,Products,WiFi,210.2,92,6.7,743.82
2026-02-17 22:36:16,Products,4G,1704.6,272,38.2,743.82
2026-02-17 22:36:18,About,4G,1681.8,288,0,735.05
2026-02-17 22:36:27,Products,3G,8537.6,648,195.2,743.82
2026-02-17 22:36:28,Homepage,WiFi,217.4,104,8.1,752.84
2026-02-17 22:36:37,Products,3G,8511.1,664,171,743.82
2026-02-17 22:36:38,About,WiFi,224.9,112,0,735.04
2026-02-17 22:36:47,Products,3G,8545.7,660,191.6,743.82
2026-02-17 22:36:56,About,3G,8388.6,676,0,735.05
2026-02-17 22:37:05,About,3G,8411.9,680,0,735.04
2026-02-17 22:37:06,About,WiFi,227.1,104,0,735.04
2026-02-17 22:37:15,Homepage,3G,8621.9,664,193.8,752.85
2026-02-17 22:37:17,About,4G,1695.7,288,0,735.04
2026-02-17 22:37:19,Homepage,4G,1718.2,264,44.5,752.85
2026-02-17 22:37:22,Homepage,4G,1729.5,292,45.6,752.86
2026-02-17 22:37:23,About,WiFi,229.3,116,0,735.04
2026-02-17 22:37:25,About,4G,1688.2,288,0,735.05
2026-02-17 22:37:34,Products,3G,8561.2,664,194.1,743.81
2026-02-17 22:37:35,Products,WiFi,212.8,92,8,743.81
2026-02-17 22:37:37,Products,4G,1694.9,268,46.6,743.82
2026-02-17 22:37:46,About,3G,8396.5,680,0,735.04
2026-02-17 22:37:48,Homepage,4G,1713.1,268,41.9,752.85
2026-02-17 22:37:57,Products,3G,8506,668,198.7,743.82
2026-02-17 22:38:07,Homepage,3G,8575.9,648,162.9,752.85
2026-02-17 22:38:09,About,4G,1688.5,288,0,735.03
2026-02-17 22:38:18,Homepage,3G,8607.5,672,177.2,752.85
2026-02-17 22:38:27,Homepage,3G,8602.6,668,196.1,752.84
2026-02-17 22:38:36,Products,3G,8547.2,680,191.3,743.81
2026-02-17 22:38:37,About,WiFi,244.3,136,0,735.04
2026-02-17 22:38:39,About,4G,1685.9,288,0,735.04
2026-02-17 22:38:42,Products,4G,1711.6,276,51.3,743.82
2026-02-17 22:38:51,About,3G,8406.8,660,0,735.04
2026-02-17 22:38:53,Homepage,4G,1728.3,280,37.3,752.85
2026-02-17 22:39:02,About,3G,8402.2,660,0,735.04
2026-02-17 22:39:03,Homepage,WiFi,222.5,100,7.1,752.86
2026-02-17 22:39:12,Products,3G,8532.9,656,188.1,743.81
2026-02-17 22:39:21,Products,3G,8496,664,195,743.82
2026-02-17 22:39:22,Products,WiFi,238,104,7,743.81
2026-02-17 22:39:23,Homepage,WiFi,235.9,108,6.9,752.85
2026-02-17 22:39:32,Homepage,3G,8582.1,664,187.4,752.84
2026-02-17 22:39:41,About,3G,8406.5,664,0,735.05
2026-02-17 22:39:43,About,4G,1678.1,272,0,735.04
2026-02-17 22:39:46,About,4G,1699.3,296,0,735.04
2026-02-17 22:39:46,Homepage,WiFi,214.5,104,7.1,752.84
2026-02-17 22:39:47,About,WiFi,232.6,104,0,735.04
2026-02-17 22:39:48,Products,WiFi,223.1,100,7.4,743.81
2026-02-17 22:39:57,Products,3G,8557.8,672,195.7,743.82
2026-02-17 22:40:06,About,3G,8392.9,680,0,735.05
2026-02-17 22:40:15,About,3G,8390.5,680,0,735.04
2026-02-17 22:40:18,Products,4G,1711.8,264,46.7,743.82
2026-02-17 22:40:18,Products,WiFi,209.8,96,6.1,743.82
2026-02-17 22:40:21,Products,4G,1715.4,284,42.2,743.82
2026-02-17 22:40:23,About,4G,1698.6,288,0,735.04
2026-02-17 22:40:25,Products,4G,1711.1,280,48.5,743.8
2026-02-17 22:40:26,Homepage,WiFi,213.9,104,9.6,752.85
2026-02-17 22:40:29,Homepage,4G,1713.5,276,45.7,752.85
2026-02-17 22:40:38,About,3G,8383.7,656,0,735.04
2026-02-17 22:40:38,Homepage,WiFi,258.1,100,8.8,752.84
2026-02-17 22:40:41,Homepage,4G,1702.1,264,40.6,752.85
2026-02-17 22:40:42,About,WiFi,225.9,108,0,735.04
2026-02-17 22:40:51,Homepage,3G,8566,652,169.4,752.83
2026-02-17 22:41:00,Products,3G,8540.3,672,191.9,743.81
2026-02-17 22:41:02,Products,4G,1718.7,280,41.9,743.8
2026-02-17 22:41:03,Products,WiFi,217.4,108,6.8,743.81
2026-02-17 22:41:05,About,4G,1719.6,292,0,735.05
2026-02-17 22:41:14,About,3G,8397.5,672,0,735.05
2026-02-17 22:41:15,Homepage,WiFi,222.4,100,6.6,752.84
2026-02-17 22:41:24,Products,3G,8506.3,668,172.3,743.81
2026-02-17 22:41:33,Products,3G,8530.9,664,172.3,743.81
2026-02-17 22:41:36,About,4G,1704.1,292,0,735.04
2026-02-17 22:41:45,Homepage,3G,8623.8,676,196.3,752.85
2026-02-17 22:41:47,Homepage,4G,1728.6,284,48.3,752.85
2026-02-17 22:41:48,Homepage,WiFi,221.5,108,7.1,752.86
2026-02-17 22:41:57,Products,3G,8484.9,648,187.6,743.81
2026-02-17 22:42:06,Products,3G,8487.4,660,173.8,743.82
2026-02-17 22:42:08,About,4G,1694.1,280,0,735.04
2026-02-17 22:42:18,Homepage,3G,8579,668,191.7,752.85
2026-02-17 22:42:19,Products,WiFi,227.2,112,8.2,743.81
2026-02-17 22:42:19,About,WiFi,252.9,136,0,735.04
2026-02-17 22:42:28,About,3G,8412,668,0,735.04
2026-02-17 22:42:37,Products,3G,8559.3,660,181.8,743.82
2026-02-17 22:42:47,Homepage,3G,8575.3,648,204.2,752.85
2026-02-17 22:42:48,Products,WiFi,238.7,100,7.8,743.82
2026-02-17 22:42:57,Products,3G,8545.9,664,184.3,743.82
2026-02-17 22:43:06,Products,3G,8516.4,648,181.4,743.81
2026-02-17 22:43:08,Products,4G,1713.9,288,46.7,743.82
2026-02-17 22:43:10,Homepage,4G,1737.1,296,42.7,752.85
2026-02-17 22:43:19,About,3G,8421.1,672,0,735.05
2026-02-17 22:43:22,Homepage,4G,1715.6,276,44.8,752.85
2026-02-17 22:43:31,Products,3G,8518.2,664,178.8,743.82
2026-02-17 22:43:33,Products,4G,1713.8,272,39.1,743.82
2026-02-17 22:43:34,Products,WiFi,244.2,104,7.9,743.81
2026-02-17 22:43:35,About,WiFi,247,116,0,735.04
2026-02-17 22:43:37,About,4G,1701.9,280,0,735.04
2026-02-17 22:43:46,About,3G,8385.4,680,0,735.05
2026-02-17 22:43:49,Products,4G,1698.9,264,41,743.82
2026-02-17 22:43:51,Homepage,4G,1700.7,272,41.6,752.85
2026-02-17 22:43:52,Products,WiFi,230.7,104,6.1,743.82
2026-02-17 22:43:54,About,4G,1669.2,288,0,735.04
2026-02-17 22:43:56,Homepage,4G,1714.9,284,42.1,752.85
2026-02-17 22:43:57,Homepage,WiFi,219.5,104,7.7,752.85
2026-02-17 22:44:06,Products,3G,8526.3,672,198.5,743.82
2026-02-17 22:44:09,Homepage,4G,1741.7,276,48.7,752.85
2026-02-17 22:44:09,About,WiFi,233.7,124,0,735.04
2026-02-17 22:44:12,Homepage,4G,1717.1,292,41.7,752.86
2026-02-17 22:44:13,About,WiFi,223,108,0,735.04
2026-02-17 22:44:13,Products,WiFi,226.1,80,7.3,743.82
2026-02-17 22:44:16,About,4G,1667.1,276,0,735.05
2026-02-17 22:44:17,Products,WiFi,220.1,92,6.9,743.81
2026-02-17 22:44:17,Homepage,WiFi,216.1,100,6.9,752.85
2026-02-17 22:44:20,Homepage,4G,1719.4,268,43.9,752.85
2026-02-17 22:44:21,Homepage,WiFi,232.1,120,7.4,752.85
2026-02-17 22:44:21,About,WiFi,219.9,108,0,735.04
2026-02-17 22:44:22,Homepage,WiFi,223.7,112,8.3,752.85
2026-02-17 22:44:31,Products,3G,8529.2,668,187.1,743.82
2026-02-17 22:44:34,About,4G,1680.7,272,0,735.05
2026-02-17 22:44:34,Products,WiFi,237,100,6.7,743.82
2026-02-17 22:44:44,Homepage,3G,8609.2,680,165.8,752.84
2026-02-17 22:44:44,About,WiFi,224.5,112,0,735.03
2026-02-17 22:44:45,Homepage,WiFi,226.1,112,6.7,752.85
2026-02-17 22:44:54,About,3G,8427.8,676,0,735.05
2026-02-17 22:45:03,Products,3G,8529.9,660,184.8,743.83
2026-02-17 22:45:12,About,3G,8421.9,664,0,735.04
2026-02-17 22:45:13,About,WiFi,248.6,124,0,735.05
2026-02-17 22:45:22,About,3G,8408.5,668,0,735.05
2026-02-17 22:45:25,Homepage,4G,1733.4,288,41.5,752.85
2026-02-17 22:45:25,About,WiFi,248.4,116,0,735.04
2026-02-17 22:45:35,Homepage,3G,8591.2,648,183,752.85
2026-02-17 22:45:35,Products,WiFi,227.5,100,6.9,743.82
2026-02-17 22:45:36,Homepage,WiFi,230.5,112,7.5,752.85
2026-02-17 22:45:39,Products,4G,1717.3,284,45.8,743.81
2026-02-17 22:45:48,Products,3G,8512.9,664,205.1,743.81
2026-02-17 22:45:57,Products,3G,8493.4,656,191,743.82
2026-02-17 22:45:58,Homepage,WiFi,214.3,100,7,752.85
2026-02-17 22:45:59,Products,WiFi,262.2,108,6.9,743.81
2026-02-17 22:46:08,Homepage,3G,8623.1,664,195.1,752.85
2026-02-17 22:46:09,Homepage,WiFi,227.4,120,6.3,752.85
2026-02-17 22:46:09,About,WiFi,233.3,96,0,735.05
2026-02-17 22:46:12,About,4G,1685.1,280,0,735.03
2026-02-17 22:46:21,Products,3G,8529.4,664,179.5,743.82
2026-02-17 22:46:22,Products,WiFi,231,92,6.3,743.81
2026-02-17 22:46:22,Homepage,WiFi,220.8,96,7.4,752.85
2026-02-17 22:46:32,Homepage,3G,8589.2,652,186.2,752.84
2026-02-17 22:46:41,Products,3G,8550.6,668,192.4,743.81
2026-02-17 22:46:50,Homepage,3G,8583.7,664,194.7,752.85
2026-02-17 22:46:59,Homepage,3G,8618.4,676,194.1,752.85
2026-02-17 22:47:00,Products,WiFi,249.7,100,8,743.82
2026-02-17 22:47:01,Products,WiFi,232.3,104,6.4,743.82
2026-02-17 22:47:02,Homepage,WiFi,219.2,108,7.8,752.85
2026-02-17 22:47:04,About,4G,1694.9,296,0,735.04
2026-02-17 22:47:13,Homepage,3G,8620,672,176.2,752.84
2026-02-17 22:47:22,Homepage,3G,8638.6,676,196.7,752.86
2026-02-17 22:47:32,Products,3G,8543.4,672,192.3,743.82
2026-02-17 22:47:32,About,WiFi,225.8,112,0,735.04
2026-02-17 22:47:33,Products,WiFi,234.3,116,8,743.81
2026-02-17 22:47:34,About,WiFi,222.4,104,0,735.04
2026-02-17 22:47:43,Products,3G,8530.3,664,179.9,743.82
2026-02-17 22:47:52,Homepage,3G,8584.9,664,195.1,752.85
2026-02-17 22:47:53,Products,WiFi,222.8,112,7.1,743.81
2026-02-17 22:48:02,Products,3G,8541,676,176.7,743.81
2026-02-17 22:48:12,Homepage,3G,8575.3,668,194.4,752.84
